linha;patrimonio;nome;motivo
1057;594;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1058;595;SWITCH;Campos obrigatórios vazios: Marca, Responsável
1059;602;PC;Campos obrigatórios vazios: Marca, Responsável
1060;604;IMPRESSORA;Campos obrigatórios vazios: Marca, Responsável
1061;837;PC;Campos obrigatórios vazios: Responsável
1062;863;TELA DE PROJEÇÃO;Campos obrigatórios vazios: Marca, Responsável
1063;1041;TELA DE PROJEÇÃO;Campos obrigatórios vazios: Marca, Responsável
1064;1111;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1065;1112;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1066;1113;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1067;1114;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1068;1115;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1069;1116;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1070;1117;TV;Campos obrigatórios vazios: Responsável
1071;1125;IMPRESSORA;Campos obrigatórios vazios: Marca, Responsável
1072;1127;IMPRESSORA;Campos obrigatórios vazios: Responsável
1073;1129;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1074;1130;MODEM;Campos obrigatórios vazios: Marca, Responsável
1075;1143;PC;Campos obrigatórios vazios: Responsável
1076;1144;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1077;1145;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1078;1147;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1079;1148;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1080;1149;PC;Campos obrigatórios vazios: Responsável
1081;1153;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1082;1155;PC;Campos obrigatórios vazios: Responsável
1083;1156;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1084;1157;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1085;1158;PC;Campos obrigatórios vazios: Responsável
1086;1159;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1087;1160;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1088;1161;PC;Campos obrigatórios vazios: Responsável
1089;1164;PC;Campos obrigatórios vazios: Responsável
1090;1165;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1091;1166;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1092;1167;PC;Campos obrigatórios vazios: Responsável
1093;1168;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1094;1169;ESTABILIZADOR;Campos obrigatórios vazios: Responsável
1095;1170;PC;Campos obrigatórios vazios: Responsável
1096;1171;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1097;1172;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1098;1173;PC;Campos obrigatórios vazios: Marca, Responsável
1099;1174;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1100;1176;PC;Campos obrigatórios vazios: Responsável
1101;1177;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1102;1178;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1103;1180;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1104;1182;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1105;1184;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1106;1186;PC;Campos obrigatórios vazios: Responsável
1107;1187;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1108;1188;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1109;1191;SWITCH;Campos obrigatórios vazios: Responsável
1110;1193;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1111;1194;MODEM;Campos obrigatórios vazios: Marca, Responsável
1112;1196;PC;Campos obrigatórios vazios: Marca, Responsável
1113;1197;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1114;1201;PROJETOR;Campos obrigatórios vazios: Responsável
1115;1204;NOBREAK;Campos obrigatórios vazios: Local/Setor, Responsável
1116;1205;PC;Campos obrigatórios vazios: Marca, Responsável
1117;1206;IMPRESSORA;Campos obrigatórios vazios: Responsável
1118;1207;IMPRESSORA;Campos obrigatórios vazios: Responsável
1119;1208;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1120;1209;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1121;1210;PC;Campos obrigatórios vazios: Responsável
1122;1250;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1123;1297;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1124;1340;PC;Campos obrigatórios vazios: Responsável
1125;1341;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1126;1397;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1127;1418;PC;Campos obrigatórios vazios: Responsável
1128;1578;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1129;1594;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1130;1606;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1131;1607;PC;Campos obrigatórios vazios: Responsável
1132;1608;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1133;1622;NOTEBOOK;Campos obrigatórios vazios: Responsável
1134;1624;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1135;1625;NOTEBOOK;Campos obrigatórios vazios: Responsável
1136;1626;NOTEBOOK;Campos obrigatórios vazios: Responsável
1137;1627;PROJETOR;Campos obrigatórios vazios: Responsável
1138;1629;PC;Campos obrigatórios vazios: Responsável
1139;1630;MONITOR;Campos obrigatórios vazios: Responsável
1140;1631;PC;Campos obrigatórios vazios: Responsável
1141;1632;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1142;1633;PC;Campos obrigatórios vazios: Responsável
1143;1634;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1144;1635;PC;Campos obrigatórios vazios: Responsável
1145;1636;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1146;1637;PC;Campos obrigatórios vazios: Responsável
1147;1638;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1148;1640;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1149;1641;PC;Campos obrigatórios vazios: Responsável
1150;1642;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1151;1643;PC;Campos obrigatórios vazios: Responsável
1152;1645;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1153;1646;PC;Campos obrigatórios vazios: Responsável
1154;1648;PC;Campos obrigatórios vazios: Responsável
1155;1649;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1156;1651;MONITOR;Campos obrigatórios vazios: Responsável
1157;1652;PC;Campos obrigatórios vazios: Responsável
1158;1654;PC;Campos obrigatórios vazios: Responsável
1159;1656;PC;Campos obrigatórios vazios: Responsável
1160;1657;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1161;1658;PC;Campos obrigatórios vazios: Responsável
1162;1659;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1163;1660;PC;Campos obrigatórios vazios: Responsável
1164;1667;PC;Campos obrigatórios vazios: Responsável
1165;1687;PROJETOR;Campos obrigatórios vazios: Marca, Responsável
1166;1809;IMPRESSORA;Campos obrigatórios vazios: Responsável
1167;1810;PC;Campos obrigatórios vazios: Marca, Responsável
1168;1811;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1169;1813;ESTABILIZADOR;Campos obrigatórios vazios: Marca, Responsável
1170;1865;IMPRESSORA;Campos obrigatórios vazios: Marca, Responsável
1171;2113;IMPRESSORA;Campos obrigatórios vazios: Responsável
1172;2197;MONITOR;Campos obrigatórios vazios: Responsável
1173;2205;PC;Campos obrigatórios vazios: Responsável
1174;2206;PC;Campos obrigatórios vazios: Responsável
1175;2231;PC;Campos obrigatórios vazios: Responsável
1176;2242;ESTABILIZADOR;Campos obrigatórios vazios: Responsável
1177;2243;ESTABILIZADOR;Campos obrigatórios vazios: Responsável
1178;2251;SWITCH;Campos obrigatórios vazios: Marca, Responsável
1179;2252;PC;Campos obrigatórios vazios: Responsável
1180;2253;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1181;2254;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1182;2255;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1183;2256;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1184;2257;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1185;2258;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1186;2259;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1187;2260;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1188;2261;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1189;2262;MONITOR;Campos obrigatórios vazios: Marca, Responsável
1190;2263;PC;Campos obrigatórios vazios: Responsável
1191;2264;PC;Campos obrigatórios vazios: Responsável
1192;2265;PC;Campos obrigatórios vazios: Responsável
1193;2266;PC;Campos obrigatórios vazios: Responsável
1194;2268;PC;Campos obrigatórios vazios: Responsável
1195;2269;PC;Campos obrigatórios vazios: Responsável
1196;2270;PC;Campos obrigatórios vazios: Responsável
1197;2283;SCANNER;Campos obrigatórios vazios: Responsável
1198;2299;MONITOR;Campos obrigatórios vazios: Responsável
1199;2304;PROJETOR;Campos obrigatórios vazios: Responsável
1200;2307;PC;Campos obrigatórios vazios: Responsável
1201;2309;PC;Campos obrigatórios vazios: Responsável
1202;2312;PC;Campos obrigatórios vazios: Responsável
1203;2323;MONITOR;Campos obrigatórios vazios: Responsável
1204;2416;NET TOP;Campos obrigatórios vazios: Marca, Responsável
1205;2417;PC;Campos obrigatórios vazios: Marca, Responsável
1206;2419;TV;Campos obrigatórios vazios: Responsável
1207;2422;MONITOR;Campos obrigatórios vazios: Responsável
1208;2423;PC;Campos obrigatórios vazios: Responsável
1209;2427;PC;Campos obrigatórios vazios: Responsável
1210;2428;PC;Campos obrigatórios vazios: Responsável
1211;2431;PC;Campos obrigatórios vazios: Responsável
1212;2432;PC;Campos obrigatórios vazios: Responsável
1213;2433;PC;Campos obrigatórios vazios: Responsável
1214;2435;PC;Campos obrigatórios vazios: Responsável
1215;2438;PC;Campos obrigatórios vazios: Responsável
1216;2442;PC;Campos obrigatórios vazios: Responsável
1217;2487;TV;Campos obrigatórios vazios: Responsável
1218;2491;SWITCH;Campos obrigatórios vazios: Responsável
1219;2499;NOTEBOOK;Campos obrigatórios vazios: Responsável
1220;2535;PC;Campos obrigatórios vazios: Marca, Responsável
1221;2563;PC;Campos obrigatórios vazios: Marca, Responsável
1222;2564;NET TOPS;Campos obrigatórios vazios: Marca, Responsável
1223;2569;SWITCH;Campos obrigatórios vazios: Responsável
1224;2631;PC;Campos obrigatórios vazios: Responsável
1225;2632;PC;Campos obrigatórios vazios: Responsável
1226;2634;PC;Campos obrigatórios vazios: Responsável
1227;2636;PC;Campos obrigatórios vazios: Responsável
1228;2639;PC;Campos obrigatórios vazios: Responsável
1229;2643;PC;Campos obrigatórios vazios: Responsável
1230;2644;PC;Campos obrigatórios vazios: Responsável
1231;2645;PC;Campos obrigatórios vazios: Responsável
1232;2646;PC;Campos obrigatórios vazios: Responsável
1233;2666;PC;Campos obrigatórios vazios: Marca, Responsável
1234;2699;PC;Campos obrigatórios vazios: Responsável
1235;2804;IMPRESSORA;Campos obrigatórios vazios: Responsável
1236;2961;PROJETOR;Campos obrigatórios vazios: Responsável
1237;3102;TELA DE PROJEÇÃO;Campos obrigatórios vazios: Marca, Responsável
1238;3263;PC;Campos obrigatórios vazios: Responsável
1239;3414;TELA DE PROJEÇÃO;Campos obrigatórios vazios: Marca, Responsável
1240;3517;TELA DE PROJEÇÃO;Campos obrigatórios vazios: Marca, Responsável
1241;4381;TV;Campos obrigatórios vazios: Responsável
1242;5107;TV BOX;Campos obrigatórios vazios: Marca, Responsável
1243;5426;MONITOR;Campos obrigatórios vazios: Responsável
1244;5938;MONITOR;Campos obrigatórios vazios: Responsável
